Language,Dialect,DialectAlt,DialectContinuum,DialectContinuumAlt,SubDialect,SubDialectAlt,NativeSpeakers,LocationCountry,LocationCountryInfo,Level1Eng,Level2Eng,Level1Kur,Level2Kur,LocationOld,LocationAlt,LocationKur,LocationType,LocationInfo,,,DialectDensity,NativeSpeakersYear,OfficialLanguage,Notes,Sources
Kurdish,Central Kurdish,Sorani,,,Babani,Silemani,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Bingirdi,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Erdelanî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Garmiyani,Germiyanî,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Garrusi,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Hawleri,Hewlêrî,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Jafi,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Judeo-Kurdish,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Kerkuki,Kerkûkî,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Khanaqini,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Kushnawi,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Mukriyani,"Mukri, Mokriani, Mukrî",,,Mokrian area,,Pirshahar,,Pirshahar,Piranshahr,,,principal city,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Mukriyani,"Mukri, Mokriani, Mukrî",,,Mokrian area,,Mahabad,,Mahabad,Mahabad,,,principal city,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Pishdari,Pijderî,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Sanandaji,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,Şarbajêrî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Sineyî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Soranî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Sulaimani,Silêmanî,,,,,,,,,,,,,,,,,,Literature language,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Central Kurdish,Sorani,,,Warmawa,,,,,,,,,,,,,,,,,,,,
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,,Karkuk,,Karkuk,Karkuk,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,,Sulaymaniyah,,Sulaymaniyah,Sulaymaniya,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Sanandaj,,Sanandaj,Sanandaj,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Bijar,,Bijar,Bijar,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Kamyaran,,Kamyaran,Kamyaran,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Kerend,,Zivirî,Kerend,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,Shoan,,Sean,,Shoan,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,Chegini,,aşxane,,Chegini,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,Hamwand,,Hamwand,,Hamavand,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,Zangana,,Zangana,,Zangana,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,,Rewandiz,,Rewandiz,Rewandiz,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,,Arbil,,Arbil,Arbil,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,,Kirkuk,,Kerkûk,Kirkuk,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,,Suleimaniya,,SU Class Mania,Suleimaniya,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Sardasht,,Sardasht,Sardasht,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Bukan,,Ne,Bukan,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Sanandaj,,Sanandaj,Sanandaj,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Shino,,Shino,Shino,,,City,,,,middle,,,Mukri speech zone,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Mahabad,,Mahabad,Mahabad,,,City,,,,middle,,,Mukri speech zone,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Miandoab,,Dua dikin,Miandoab,,,City,,,,low,,,Mukri speech zone,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Pirshahar,,Pirshahar,Piranshahr,,,City,,,,low,,,Mukri speech zone,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Bukan,,Ne,Bukan,,,City,,,,low,,,Mukri speech zone,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Sardasht,,Sardasht,Sardasht,,,City,,,,low,,,Mukri speech zone,(Haig 2014)
Kurdish,Central Kurdish,Sorani,,,,,,Iraq,,,Erbil,,Hewlêr,Erbil,,,city,,,,middle,,,,(Salam 2020)
Kurdish,Central Kurdish,Sorani,,,,,,Iran,,,Sanandaj,,Sanandaj,Sanandaj,,,City,,,,middle,,,,(Salam 2020)
Kurdish,Southern Kurdish,South Kurmânji,,,,,3700000,Iran,,,,,,,,,,,,,,2019,,"With the exception of some Kakai villages in Iraqi Kurdistan, all Ahl-e Haqq Kurds speak dialects of the South Kurdish.",
Kurdish,Southern Kurdish,,,,,,-1,Iraq,,,,,,,,,,,,,,-1,,,
Kurdish,Southern Kurdish,,,,,,,Iran,,,Mahabad,,Mahabad,Mahabad,,,City,,,,middle,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Bijar,,Bijar,Bijar,,,City,,,,middle,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sanandaj,,Sanandaj,Sanandaj,,,City,,,,middle,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Harunabad,,Harunabad,Harunabad,,,City,,,,middle,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Ilam,,ilam,Ilam,,,City,,,,middle,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Sulaymaniyah,,Sulaymaniyah,Sulaymania,,,City,,,,middle,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Kilree,,Kilree,Kilri,,,City,,,,middle,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Arbil,,Arbil,Arbil,,,City,,,,low,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Kirkuk,,Kerkûk,Kirkuk,,,City,,,,low,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Khanaqin,,Xaneqîn,Khanaqin,,,City,,,,low,,,,(Aygen 2010)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Mandali,,çember,Mandali,,,City,,,,low,,,,(Aygen 2010)
Kurdish,Southern Kurdish,Kelhori-Feyli,,,,,,Iran,,,Kermanshah,,Kermanshah,Kermanshah,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Southern Kurdish,Kelhori-Feyli,,,,,,Iran,,,Ilam,,ilam,Ilam,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Krmashan,,Krmashan,Krmashan,Kermanshah,,City,,,,middle,,,,(Salam 2020)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Chardawol,,Chardawol,Chardawol,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sunqor,,Dil,Sunqor,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Tuyserkan,,Tuyserkan,Tuyserkan,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kangawar,,Kengûrû,Kangawar,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Biston,,Biston,Biston,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Scene,,Scene,Sahne,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Harsin,,Harsîn,Harsin,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sarpol,,Sarpol,Sarpol,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Khaneghin,,Xaneghin,Khaneghin,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Arkavazi,,Arkavasi,Arkawazi,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Malekshahi,,Malekshahi,Malekshahi,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Gilan-e-Gharb,,Gilan-e-Gharb,Gilan-e-Gharb,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Harunabad,,Harunabad,Harunabad,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kermanshah,,Kermanshah,Kermanshah,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Iwan,,Iwan,Iwan,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Mandali,,çember,Mandali,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Ilam,,ilam,Ilam,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Badre,,Badre,Badre,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Badre,,Badre,Badre,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Mehran,,Mehran,Mehran,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Pahla,,Yekem,Pahla,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Dehloran,,Dehloran,Dehloran,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Abdanan,,Abdanan,Abdanan,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kolya,,Xwarin,,Kolyai,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Sanjabi,,Sanjabi,,Sanjabi,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kalhur,,nakokî,,Kalhur,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,Faili,,Dosî,,Faili,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kordali,,Repeatedly,,Kordali,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,,,Ilam,,ilam,,Ilam,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,,,,,,Kordestan,,Kordestan,,Kordestan,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,,,,Iraq,Iraqi Kurdistan,Kermanschah,,Kermanşah,,Kermanschah,,,province,,,,,,,,
Kurdish,Southern Kurdish,,,,,,,,,South Khanaqin,,Başûrê Xaneqîn,,South Khanaqin,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,,,,,,Jaloul,,Jaloul,,Jalawla,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,,,,,,Mandali,,çember,,Mandali,,,,,,,,,,,
Kurdish,Southern Kurdish,,Bicarî,,,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,Qorwa ,Chahar Dawli xarbi,,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,Kolyayî,,,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,Bilawar,,,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,Dinawar,,,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,Sahana,Lekî-Kirmasanî,,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,Kordali,Palai,,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,Bayray,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Turkey,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iran,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iran,,Fars,,Fars,,Fars,,,province,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iran,,Khorasan,,Xorasan,,Khorasan,,,province,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,,,Alborz Mountains,,Çiyayên Alborzê,,Alborz Mountains,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iran,,,Gilan-e-Gharb,,Gilan-e-Gharb,Gilan-e-Gharb,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iraq,,,Arkavazi,,Arkavasi,Arkawazi,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iraq,,,Malekshahi,,Malekshahi,Malekshahi,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iraq,,,Mandali,,çember,Mandali,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iran,,,Iwan,,Iwan,Iwan,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iraq,,Faili,,Dosî,,Faili,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Faili,"Feyli, Feylî",,Iran,,Kalhur,,nakokî,,Kalhur,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Garrusi,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,Gûranî,Gurani,,Kurdistan,,,,,,,,,,Southern,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Gûranî,,,,,,,,,,,,,,,,,,,"not to be confused with Hawrami, which is closer to the dimili/zazaki",
Kurdish,Southern Kurdish,,,,Kalhuri,Kelhorî,,Turkey,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Kalhuri,Kelhorî,,Iran,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Kalhuri,Kelhorî,,Iran,,Fars,,Fars,,Fars,,,province,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Kalhuri,Kelhorî,,Iran,,Khorasan,,Xorasan,,Khorasan,,,province,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Kalhuri,Kelhorî,,,,Alborz Mountains,,Çiyayên Alborzê,,Alborz Mountains,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Kermanshahi,"Kirmanshahi, Kermanşanî",,Iran,,,Harunabad,,Harunabad,Harunabad,,,City,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Kermanshahi,"Kirmanshahi, Kermanşanî",,Iran,,,Kermanshah,,Kermanshah,Kermanshah,,,City,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Kermanshahi,"Kirmanshahi, Kermanşanî",,Iran,,Sanjabi,,Sanjabi,,Sanjabi,,,,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Kermanshahi,"Kirmanshahi, Kermanşanî",,Iran,,Kalhur,,nakokî,,Kalhur,,,,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Kolyai,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,Kordali,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,Laki,Lekî,,Turkey,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Laki,Lekî,,Iran,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Laki,Lekî,,Iran,,Fars,,Fars,,Fars,,,province,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Laki,Lekî,,Iran,,Khorasan,,Xorasan,,Khorasan,,,province,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Laki,Lekî,,,,Alborz Mountains,,Çiyayên Alborzê,,Alborz Mountains,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Lorî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,Sanjabi,,,,,,,,,,,,,,,,,,,,
Kurdish,Southern Kurdish,,,,Zangana,,,Iran,,,Kermanshah,,Kermanshah,Kermanshah,,,City,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Zangana,,,Iran,,Kalhur,,nakokî,,Kalhur,,,,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Xaneqînî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,,,,Iran,,,Bijar,,Bijar,Bijār,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Qorve,,Qorve,Qorve,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sonqor,,Dil,Sonqor,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kandule,,Find,Kandule,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kangavar,,Kangwar,Kangāvar,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sahne,,Scene,Sahne,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Bisotun,,bestun,Bisotun,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Chehr,,rû,Chehr,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Harsin,,Harsîn,Harsin,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sarpol-e Zahāb,,Sarpol-e Zahāb,Sarpol-e Zahāb,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Qasr-e Shirin,,Qesrê Şîrîn,Qasr-e Shirin,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Khānaqin,,Khānaqin,Khānaqin,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Gilān-e Gharb,,Gilān-e Gharb,Gilān-e Gharb,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Eslamābād-e Gharb,,Eslamābād-e Gharb,Eslamābād-e Gharb,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Mandali,,çember,Mandali,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Eyvan,,Balkon,Eyvān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Ilam,,ilam,Ilām,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Badre,,Badre,Badre,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Warmizyar,,Warmizyar,Warmizyār,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Zurbātiya,,Zurbātiya,Zurbātiya,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Badr,,Badr,Badra,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Mehran,,Mehran,Mehrān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Abdanan,,Abdanan,Ābdānān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Dehlorān,,Dehlorān,Dehlorān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Asadabad,,Assadabad,Asadābād,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kāmyārān,,Kāmyārān,Kāmyārān,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Ravansar,,Ravansar,Ravānsar,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kerend,,Zivirî,Kerend,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Tuyserkan,,Tuyserkan,Tuyserkān,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Sheikh Sa'ad,,Şêx Sead,Sheikh Sa’ad,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Ali Al-Gharbi,,Ali Xerbî,'Ali al-Gharbi,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kolyā’i,,Kolyā'i,,Kolyā’i,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Dinavar,,roj aqilmend,,Dinavar,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Pāyravand,,Pāyravand,,Pāyravand,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Chamchamāl,,Çemçemal,,Chamchamāl,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Sanjabi,,Sanjabi,,Sanjābi,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kermanshah,,Kermanshah,,Kermānshāh,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kalhor,,kalhor,,Kalhor,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Harsan,,Jibermayî,,Harasam,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Zangane,,Zangane,,Zangane,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
